"periode_data","wilayah","kecamatan","kelurahan","alamat","nama_bank_sampah","kegiatan","status_kegiatan","keterangan"
"2024","Kota Adm. Jakarta Barat","Kalideres","Pegadungan","Jl. Pegadungan Kelurahan Pegadungan","Puja Sera","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Pegadungan","Jl. Tanjung Pura No.14 Kelurahan Pegadungan","Puskesmas Kecamatan Kalideres (Buncis Maja)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Pegadungan","Jl. Peta Utara RT. 02/06 No. 30 Kel Pegadungan","Puskesmas Kelurahan Pegadungan 1 (Kumisrodi Basah)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Grogol","Jl. Dr. Semeru Raya RW010","Abatasa 10 / Groserra","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Grogol","Jl. Banjir Kanal Grogol","Alamanda RW 01 Grogol","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Grogol","Jl. Rawa Bahagia RW002","Anggrek","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Grogol","Jl. Dr. Semeru II RW009","B&E Kampoengku 09","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Grogol","Jl. Dr. Susilo II B RW004","Catalia","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Grogol","Jl. Makaliwe I","Cempaka","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Grogol","Jl.Dr. Susilo III RW005","kemuning","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Grogol","Jl. Dr. Nurdin Raya RW008","Dahlia","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Grogol","Jl. Nurdin Raya 41-43","Kantor Kelurahan Grogol (PPSU)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Grogol","Jl. Dr. Muwardi Raya RW003","Mawar 03","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Grogol","Jl. Banjir Kanal RW001","Melati","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Grogol","Jl. Dr. Makaliwe I RW006","Panjaya","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Grogol","Jl. Dr. Semeru Raya","SD 05 Grogol","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Grogol","Jl. Dr. Semeru Raya","SD 07 Grogol (Rumah Hijau)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Grogol","Jl. Semeru RW 07","Makaliwe","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar","Pos RW 11 Jl. Latumenten III Barat","Anggrek","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar","Jl. Hadiah Utama 1 Blok F7 No.153","Kantor Kelurahan Jelambar","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar","Pos RW05","Maju Jaya","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar","Jl. Sukajaya II RT. 003/07","Melati","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar","Jl. Satria III RT. 03/04","RPTRA Satria Jelambar","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar","Jl. Kav. Polri Blok D","RW 01 Jelambar","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar","Pos RW 02","RW 02 Jelambar","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar","Pos RW 06, Jl.Empang Bahagia II","RW 06 Jelambar","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar","Jl. Utama Raya No.12","RW 08 Jelambar","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar","Pos RW09","RW 09 Jelambar","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar","Pos RW 10 Taman Blok C","RW 10 Jelambar","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar","Pos RW 04 Jl. Satria I","Satria","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar","Jl. Empang Bahagia Raya No. 256 RT 05/06","SD 01 Jelambar","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar","Jl. Hadiah Jelambar","SD 08 Jelambar (Langit Biru)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar","Jl. Rahayu No. 22 RT. 14/4","Sekolah BHK","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar","Taman Hatinya Pkk","Seruni","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar","Jl. Empang Bahagia Raya No. 2 RT. 02/06","SMP 274","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar","SMP 83 RT 03/010","SMP 83","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar Baru","Jl. Jelambar Utama X RT.003/05","Anjelut 10","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar Baru","Jl. Jelambar Utara RT.05/06","Cempaka","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar Baru","Jl. Jelambar Selatan III/20 RT.02/03","Daur","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar Baru","Jl. Kusuma","Duta Mandiri","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar Baru","Jl. Kusuma Blok A7","Kantor Kelurahan Jelambar Baru (PPSU Orange)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar Baru","Jl. Jelambar Selatan X RT.08/04","Kutut Manggung","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar Baru","Jl. O RT.09/02","Mekar Bersemi","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar Baru","Jl. Jelambar Barat II F RT.011/011","Melati","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar Baru","Jl. Prof. Dr. Latumenten RT. 003/013","ML","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar Baru","Jl. Seia Warga 7","SD 01 Jelambar Baru","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar Baru","Jl. Jelambar Selatan Xvi","SD 05 Jelambar Baru","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar Baru","Jl. Jelambar Timur RT.013/09","Sejahtera Mandiri","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar Baru","Jl. Hanoman Raya RT02/07","Taman Harapan Indah","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Selatan","RW 04","Akasia Tanjung Duren Selatan","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Selatan","Jl. Delima RW 05","Delima Bersih","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Selatan","Jl. Tanjung Duren Timur 6 RT.11/RW1","Kantor Kelurahan Tanjung Duren (Kelopak Berseri)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Selatan","Jl. Tanjung Duren Raya","Pasar Tomang Barat (Tobar)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Selatan","RW 03","Penghibur","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Selatan","RW 08 Tds","Podomoro City (Taman Anggrek)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Selatan","RW 06","Putri Mandalika","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Selatan","RW 02","Resik Mandiri","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Selatan","Jl. Tanjung Duren Dalam V","SD 01 Tanjung Duren Selatan","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Selatan","Jl.Way Seputih No.29 RT.03/01","Seruni 01","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Selatan","Jl. Tanjung Duren Timur No.16","SMP 69","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Selatan","Jl. Arjuna RW 02 Tanjung Duren Selatan","TPS Arjuna","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Utara","Jl. Taman Daan Mogot","Anggur","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Utara","Jl. RW 02","Bougenville","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Utara","Jl. Tanjung Duren Utara Iv","Bunga Tanjung","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Utara","Jl. Manggis Iv","Cahaya Logis","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Utara","Jl. Tanjung Duren Utara","Dipo Tanjung Duren Utara","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Utara","Jl. Tanjung Duren Barat","Grogol Petamburan 2 (Satpel)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Utara","Jl. Dukuh RT.06/07","Kenanga","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Utara","Jl. Tanjung Duren Ra RT 010/02","Kendal Lombok","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Utara","Jl. Tanjung Duren Barat 3","Mawar","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Utara","Jl. Tanjung Duren Utara III","Posyandu RW 02 Tanjung Duren","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Utara","Jl. Rambutan","Rambutan","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Utara","RPTRA Apel RT 008/03","RPTRA Apel","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Utara","Jl. Tanjung Duren Barat 2 No. 17 RT. 06/04","RPTRA Rambutan","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Utara","Jl. Tanjung Duren Utara","SD 01 Tanjung Duren Utara","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Utara","Jl. Tanjung Duren Utara IIIe No. 242 RT. 08/03","SD 02 Tanjung Duren Utara","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Utara","Jl. Tanjung Duren Raya","SD 06 Tanjung Duren Utara","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Utara","Jl. Tanjung Duren Barat","SMP 89 Jaya","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Utara","jl. tanjung duren raya","SMP Al Isroh","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Utara","Jl. Tanjung Duren Utara I RT 012/02","Sudin Gulkarmat Damkar 31","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tomang","Jl. Gelong Baru Selatan No.31","Beo 01","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tomang","Jl. Rawa Kepa XII/125 RT. 03/013","Garuda 13","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tomang","Jl. Mandala Barat RT. 001/04","Kantor Kelurahan Tomang (Mandala)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tomang","Jl. Tomang Utara V RT. 09/010","Kesepakatan","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tomang","Jl. Gelong Baru Timur RT. 06/02","Kodok Hijau","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tomang","Jl. Tomang Banjir Kanal RT. 09/014","Lingkar Hati","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tomang","Jl. Pulo Macan Raya RT. 013/05","Macan","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tomang","Jl. Tomang Tinggi RT. 11/07","Pasar Timbul","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tomang","Jl.RW 13","Permata Biru","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tomang","Jl.Gelong Barat RW03","RW 03 Tomang","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tomang","Jl. Tawakal Ujung Raya RT 04/08","RW 08 Tomang","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tomang","N/A","RW 11 Tomang","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tomang","jl. banjir kanal tomang","RW 12 Tomang","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tomang","N/A","RW 16 Tomang","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tomang","Jl. Mandala Utara","SD 01 Tomang","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tomang","Jl. Tomang Raya No. 57","SD 08 Tomang","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tomang","Jl. Rawa Kepa VII","SD 11 Tomang","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tomang","Jl. Tomang Banjir Kanal RT. 01/011","Sedayu Alam 11","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tomang","Jl. Mandala Utara","SMA 23","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tomang","Jl. Rawa Kepa Utama RT.012/08","SMP 286","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tomang","Jl. Tawakal 10/A No.1 RT. 01/09","Tawakal Jaya","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tomang","Jl. Tomang Tinggi 1 RT. 01/06","Tomang 06","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tomang","Komplek Lemigas RW 07","Tomang Asri","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Wijaya Kusuma","Jl. Sosial","2890 Wijaya Kusuma","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Wijaya Kusuma","Jl. Indraloka II No.90","Amarilis","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Wijaya Kusuma","Jl. Utama Sakti VII RT 09/07","Bina Sejahtera","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Wijaya Kusuma","Jl. Bni 46","Grawisa","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Wijaya Kusuma","Kampung Gusti RT 08/05","Harmoni","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Wijaya Kusuma","Jl. Perdana 1 No.2","Kantor Kelurahan Wijaya Kusuma (Wijaya Mandiri)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Wijaya Kusuma","Jl. Perdana No.2","Kantor Sudin LH (Barokah)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Wijaya Kusuma","Jl. Kaya Barat II","Karya Mandir","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Wijaya Kusuma","jl. Perdana no.10","MTSN 10","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Wijaya Kusuma","N/A","Panti Wijaya Kusuma","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Wijaya Kusuma","Jl. Wijaya 1 ( Taman Duta Mas) RT.014/09","Puskesmas Kecamatan Grogol Petamburan (Luasa)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Wijaya Kusuma","Komplek Rasa Sayang RT010/08","RW 08 Wijaya Kusuma","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Wijaya Kusuma","Jl. Wijaya RT 02/09","RW 09 Wijaya Kusuma","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Wijaya Kusuma","Jl. Swadaya RW 010","RW 10 Wijaya Kusuma","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Wijaya Kusuma","Jl. Perdana 1 No.2","SD 01 Wijaya Kusuma","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Wijaya Kusuma","Jl. Wijaya Kusuma 4","SD 02 Wijaya Kusuma (Laskar Hijau)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Wijaya Kusuma","Jl. barat Karya 3 No.7","SD 05 Wijaya Kusuma (Okra)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Wijaya Kusuma","Jl. barat Karya 3 No.7","SD 07 Wijaya Kusuma","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Wijaya Kusuma","Jl. Daan Mogot RT. 06/05","SMP 82 (Pandawa)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Wijaya Kusuma","Jl. Indraloka RW 06","TPS Indraloka","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Wijaya Kusuma","Jl. Bni 46","Uswah","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Tanjung Duren Utara","N/A","TPS RW 07 Tanjung Duren Utara","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Grogol Petamburan","Jelambar","N/A","RW 08 Jelambar","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Kalideres","Jl. Kamp Bali","Al-Barokah","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Kalideres","Kalideres Permai","As-salam","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Kalideres","Jl.Peta Barat RT. 06/09","Bina Kalideres Mandiri","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Kalideres","Komplek Citra 1","Citra 16","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Kalideres","Jl. Alam Barat RT 01 RW 09","Citra Resik","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Kalideres","N/A","Delima Putih","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Kalideres","Jl. Kampung Bali RW04","Kabela","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Kalideres","Kantor Kelurahan Kalideres","Kantor Kelurahan Kalideres (Satu Tujuan)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Kalideres","Perumahan Citra 1 Ext","Katarina Citra 1","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Kalideres","Kmp. Bulak Teko Jl. Belimbing Raya","KWT Soka Merah 11","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Kalideres","L. Perumahan Citra 1","LPS RW 08 Kalideres","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Kalideres","Komplek Kodam RW 05 Kelurahan Kalideres","Mawar","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
