"periode_data","wilayah","kecamatan","kelurahan","alamat","nama_bank_sampah","kegiatan","status_kegiatan","keterangan"
"2024","Kota Adm. Jakarta Barat","Kalideres","Kalideres","Jl. Peta Selatan","Merah Delima","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Kalideres","Bulak Teko","Mitra Sukses Mandiri","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Kalideres","Jl. Gili Manuk RT 08 RW 12","Panen Jaya","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Kalideres","Jl. Peta Selatan RT. 007/01 Kelurahan Kalideres","Puskesmas Kelurahan Kalideres 1 (Modus)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Kalideres","Jl. Raya Kumbang RT. 03","Puskesmas Kelurahan Kalideres 2 (Takase)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Kalideres","N/A","RPTRA Kalideres","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Kalideres","N/A","RW 04 Kalideres","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Kalideres","Jl. Peta Selatan No.7B,RT. 010/001","SD 07 Kalideres (Cemulangpah)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Kalideres","Jl. Peta Barat Kelurahan Kalideres","SD 12 Kalideres (Matahari Terbit)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Kalideres","Jl. Peta Barat No.42 RT 01 / RW 09","SMA 84 (Sahabat)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Kalideres","Jl. Peta Selatan No. 24 Kelurahan Kalideres","SMK 1 (Cahaya)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Kalideres","Jl. Warung Gantung Kp.Kojan","SMP 225 (Doea Djigo )","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Kalideres","Jl. Tampak Siring","Tampak Siring","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Kalideres","Jl. Daan Mogot Km 16,5 KelurahanKalideres (Terminal Kalideres)","Terminal bus Kalideres Peduli Sampah","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Kalideres","Jl. Komp Citra 1","TPS RW 16 Kalideres","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kebon Jeruk","Jl. Arjuna Selatan, Jl. Arjuna Sel., Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11530, Indonesia","SD 17 Kebon Jeruk","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kebon Jeruk","Jl. Panjang Arteri Klp. Dua RT.003 / RW001, Kebon Jeruk, RT.3/RW1, Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11530, Indonesia","SMA 65 (Jali-Jali)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kebon Jeruk","Jl. Raya Kb. Jeruk No.126 A, RT.10/RW5, Kb. Jeruk, Kec. Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11530, Indonesia","SMP 127","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kebon Jeruk","Jl. Kebon Jeruk Raya No.39, Kebon Jeruk, RT.4/RW3, RT.4/RW3, Kb. Jeruk, Kec. Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11530, Indonesia","SMP 229","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kebon Jeruk","Jl. Kb. Jeruk Raya No.9, Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11530, Indonesia","SMP 75","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kebon Jeruk","Jl. H. Tohir No.47, Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11530, Indonesia","UPS BA Kebon Jeruk (Jeruk Manis)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kedoya Selatan","Gang Amirul Mu'Minin, Gg. Amirul Mu'Minin, Kedoya Sel., Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11520, Indonesia","Ciliber RW 05 Kedoya Selatan","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kedoya Selatan","Jl. Kedoya Raya, Jl. Kedoya Raya, Kedoya Sel., Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11520, Indonesia","Kantor Kelurahan Kedoya Selatan (Mawar)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kedoya Selatan","Jl. Panjang, Jl. Panjang, Kedoya Sel., Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota , Indonesia","Kedoya Elok RW 04 Kedoya Selatan","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kedoya Selatan","Studio 3 Metro Tv, Jl. Pilar Mas Raya Kav.A-D RT.007 / RW003, Kedoya Selatan, Kebon Jeruk, RT.7/RW3, Kedoya Sel., Kec. Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11520, Indonesia","Metro TV","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kedoya Selatan","Kedoya Selatan, Kedoya Sel., Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota , Indonesia","Palapa V","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kedoya Selatan","Jl. Perumahan Elok Kedoya Selatan","Palma RW 04 Kedoya Selatan","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kedoya Selatan","Jl. Kedoya Azalea, RT.4/RW4, South Kedoya, Kebon Jeruk, West City, 11520, Indonesia","RPTRA Pamdawa","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kedoya Selatan","Jl. Pilar Baru No.1, Kedoya Sel., Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11520, Indonesia","SD 04 Kedoya Selatan (Jeruk Limo)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kedoya Utara","Jl. R. Anggun No.22, Kedoya Utara, Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11520, Indonesia","Anggrek","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kedoya Utara","Taman Blok N, Jl. Perumahan Green Garden Blok Y1 No.2, Kedoya Utara, Kebon Jeruk, RT.6/RW10, Kedoya Utara, Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11520, Indonesia","Anggrek RW 10 Kedoya Utara","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kedoya Utara","Jl. Komplek Green Garden Blok C1 No.9, Kedoya Utara, Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11520, Indonesia","Bougenville RW 09 Kedoya Utara","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kedoya Utara","Jl. Kedoya Raya No.45, Kedoya Utara, Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11520, Indonesia","Cempaka","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kedoya Utara","Jl. Pesing poglar","Cempaka 02","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kedoya Utara","Jl. Pesing Koneng, Jl. Pesing Koneng, RT.7/RW8, Kedoya Utara, Kec. Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota , Indonesia","Dahlia","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kedoya Utara","Jl. Kedoya Raya No.100, Kedoya Utara, Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11520, Indonesia","Gereja Santo Andreas","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kedoya Utara","Kedoya Utara, Kedoya Utara, Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota , Indonesia","Kantor Kelurahan Kedoya Utara (Flamboyan)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kedoya Utara","JL. Komplek Green garden","Mandiri RW 04 Keodya Utara","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kedoya Utara","Jl. Ratu Kamboja, Jl. Ratu Kamboja, Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota , Indonesia","Mawar","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kedoya Utara","Jl. Komplek Green Garden Blok C2 No.12, Kedoya Utara, Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11520, Indonesia","Mawar Garden","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kedoya Utara","Jl. Taman Ratu","Melati 1","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kedoya Utara","Jl. Surya Wijayakusuma Blok Bb3 No.23, Kedoya Utara, Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11520, Indonesia","Ratu Wijaya","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kedoya Utara","Jl. Ratu Mawar Blok L No.15, RT.2/RW1, Kedoya Utara, Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11520, Indonesia","RPTRA Ku","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kedoya Utara","Jl. Kedoya Raya No.61, Kedoya Utara, Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11520, Indonesia","RW 06 Kedoya Utara","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kedoya Utara","Jl. Kedoya Raya Utara, Jl. Kedoya Raya Utara, Kedoya Utara, Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11520, Indonesia","SD 04 Kedoya Utara","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kedoya Utara","Jl. Kedoya Raya, Jl. Kedoya Raya, Kedoya Sel., Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11520, Indonesia","SMP 197","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kedoya Utara","Jl. Surya Timur, Jl. Surya Timur, RT.10/RW5, Kedoya Utara, Kec. Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota , Indonesia","Sunrise","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kelapa Dua","Jl. Sasak II, Jl. Sasak II, Klp. Dua, Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11550, Indonesia","Benyamin RW 02 Kelapa Dua","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kelapa Dua","Gang Rawa Kemang, Gg. RW Kemang, RT.4/RW3, Klp. Dua, Kec. Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota , Indonesia","Dahlia Mandiri RW 08 Kelapa Dua","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kelapa Dua","Jl. Panjang ARTeri Klp. Dua No.88H, Klp. Dua, Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11550, Indonesia","Go Green RW 04 Kelapa Dua","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kelapa Dua","Jl.Kelapa dua raya","Harum Manis RW 03 Kelapa Dua","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kelapa Dua","Jl. Raya Kelapa Dua, Jl. Raya Klp. Dua, Klp. Dua, Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota , Indonesia","Kantor Kelurahan Kelapa Dua (Kadasi)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kelapa Dua","Kelapa Dua, Klp. Dua, Kec. Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota , Indonesia","Raisa","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kelapa Dua","Rs Anggrek Mas, Klp. Dua, Kec. Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota , Indonesia","RS Anggrek Mas","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kelapa Dua","Jl.Kelapa dua raya","RW 05 Kelapa Dua","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kelapa Dua","JL. Raya Pos Pengumben","TPS RW 06 Kelapa Dua","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kelapa Dua","Jl. Raya Klp. Dua No.60, Klp. Dua, Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11550, Indonesia","SD 01 Kelapa Dua","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kelapa Dua","Jl. Inpres, RT.4/RW5, Klp. Dua, Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11550, Indonesia","SD 03 Kelapa Dua","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kelapa Dua","Jl. Lada, RT. 004/08, RT.4/RW6, Kota Tua, Pinangsia, Tamansari, Kota Barat, Daerah Khusus Ibukota 11110, Indonesia","SD 05 Kelapa Dua","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kelapa Dua","Jl. Raya Pos Pengumben, Jl. Raya Pos Pengumben, Klp. Dua, Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota , Indonesia","SD 06 Kelapa Dua","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Kelapa Dua","Jl. Raya Pos Pengumben, Jl. Raya Pos Pengumben, RT.2/RW6, Klp. Dua, Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota , Indonesia","Villa Kelapa Dua","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Sukabumi Selatan","Jl. Pahlawan, Jl. Pahlawan, RT.1/RW5, Sukabumi Sel., Kec. Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota , Indonesia","Anggrek Bulan","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Sukabumi Selatan","Jl. Panjang, Jl. Panjang, Kota Barat, Daerah Khusus Ibukota , Indonesia","Kantor Kelurahan Sukabumi Selatan (Sukasela)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Sukabumi Selatan","Sekolah Dasar Negeri Sukabumi Selatan 06 , Jl. Z Kp. Baru No.60, RT.11/RW5, Sukabumi Sel., Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11560, Indonesia","Ondel-Ondel","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Sukabumi Selatan","Jl. Panjang, Jl. Panjang, Kota Barat, Daerah Khusus Ibukota , Indonesia","Pasar Pos Pengumben","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Sukabumi Selatan","Jl.Kebayoran Lama","PT. Wintermar","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Sukabumi Selatan","Jl. Pos Pengumben Raya","RW 02 Sukabumi Selatan","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Sukabumi Selatan","Sukabumi Selatan RW04, Sukabumi Sel., Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota , Indonesia","RW 04 Sukabumi Selatan","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Sukabumi Selatan","Jl. Aa Blok Haji Naimun No.52, RT.7/RW7, Sukabumi Sel., Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11560, Indonesia","RW 07 Sukabumi Selatan","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Sukabumi Selatan","Jl. H. Soleh 1 No.24, Sukabumi Sel., Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11560, Indonesia","RW 08 Sukabumi Selatan","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Sukabumi Selatan","Jl. Raya Sukabumi Selatan, RT.7/RW5, Sukabumi Sel., Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11560, Indonesia","SD 01 & SD 03 Sukabumi Selatan","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Sukabumi Selatan","Jl. Raya Pos Pengumben, Jl. Raya Pos Pengumben, Sukabumi Sel., Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota , Indonesia","SD 07 Sukabumi Selatan","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Sukabumi Selatan","Jl. Raya Sukabumi Selatan, RT.7/RW5, Sukabumi Sel., Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11560, Indonesia","Sirih 01","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Sukabumi Selatan","Jl. Pahlawan Vi, Jl. Pahlawan Vi, Sukabumi Sel., Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11560, Indonesia","SMP 271","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Sukabumi Utara","Sukabumi Utara, Sukabumi Utara, Kec. Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota , Indonesia","Anyelir","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Sukabumi Utara","Jl. Sulaiman Raya","Flamboyan RW 02 Sukabumi Utara","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Sukabumi Utara","Sukabumi Utara, Sukabumi Utara, Kec. Kb. Jeruk","Hujan Emas","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Sukabumi Utara","Jl. Madrasah II, Jl. Madrasah II, Sukabumi Utara, Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11540, Indonesia","Kantor Kelurahan Sukabumi Utara (Rabel)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Sukabumi Utara","Jl. Harun Raya No.49, Sukabumi Utara, Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11540, Indonesia","Maruf Indah","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Sukabumi Utara","Pasar Bunga Rawa Belong, Jl. Sulaiman No.56, RT.10/RW3, Sukabumi Utara, Kec. Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11540, Indonesia","Pasar Bunga Rawa Belong","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Sukabumi Utara","Gang Jairin, Gang Jairin, Sukabumi Utara, Kb. Jeruk, Kota Barat, Daerah Khusus Ibukota 11540, Indonesia","Puskesmas Kelurahan Sukabumi Utara (Sejahtera)","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Sukabumi Utara","Jl. Sulaiman Raya","RW 01 Sukabumi Utara","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Sukabumi Utara","Jl. Yusuf RW 05","RW 05 Sukabumi Utara","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Sukabumi Utara","Jl. Daud","RW 06 Sukabumi Utara","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kebon Jeruk","Sukabumi Utara","Jl. Panjang Arteri Klp. Dua Raya, RT.6/RW.9","RW 09 Sukabumi Utara","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Pegadungan","Citra 3 Kel Pegadungan","Puskesmas Kelurahan Pegadungan 2 (Wardah)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Pegadungan","Jl. Komplek Perum Citra Blok M3 No. 2","Puskesmas Kelurahan Pegadungan 3 (Gelora)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Pegadungan","Jl. Taman Surya","RPTRA Kenanga","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Pegadungan","RPTRA Pegadungan RW 12 Kelurahan Pegadungan","RPTRA RW 12 Pegadungan","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Pegadungan","Jl. Satu Maret","RSUD Kalideres","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Pegadungan","Apartemen Permata Surya","RW 17 Pegadungan","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Pegadungan","Jl. Satu Maret","Samita Gereja Immakulata","pemilahan pengumpulan penyimpanan pengolahan","Aktif","BSU"
"2024","Kota Adm. Jakarta Barat","Kalideres","Pegadungan","Jl. Peta Barat No.47 Kelurahan Pegadungan","SD 01 Pegadungan (Melaju Pesat)","pemilahan pengumpulan penyimpanan pengolahan","Tidak Aktif","BSU"
